conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
PERSON_TYPE:1,Historical,,PERSON TYPE AUTHORITY DOCUMENT.csv,Index,FGI
PERSON_TYPE:2,Contemporary,,PERSON TYPE AUTHORITY DOCUMENT.csv,Index,FGI
