conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
ARCHITECTURAL_COMPONENT_23_3,axial beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_4,bressummer,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_5,dais beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_6,dragon beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_7,false hammer beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_8,flitched beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_9,girding beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_10,half beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_11,hammer beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_12,rood beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_13,strainer beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_14,tiebeam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_23_15,transverse beam,,ARCHITECTURAL_COMPONENT_23,Index,GCI
ARCHITECTURAL_COMPONENT_24,bed nook,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_25,beetle,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_26,bell frame,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_27,bellcote,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_28,block,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_29,blocking course,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_30,bolster,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_31,boss,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_32,box frame,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_33,bracket,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_34,brake wheel,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_35,brickwork,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_36,bridge tree,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_37,buttress,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_37_1,angle buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_37_2,arch buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_37_3,clasping buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_37_4,diagonal buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_37_5,flying buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_37_6,hanging buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_37_7,lateral buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_37_8,pier buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_37_9,setback buttress,,ARCHITECTURAL_COMPONENT_37,Index,GCI
ARCHITECTURAL_COMPONENT_38,came,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_39,cap,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_40,capital,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_40_1,abacus,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_2,basket capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_3,bell,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_4,bell capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_5,composite capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_6,corinthian capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_7,crocket capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_8,cushion capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_9,doric capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_10,ionic capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_11,protoma capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_12,stiff leaf capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_13,tuscan capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_40_14,water leaf capital,,ARCHITECTURAL_COMPONENT_40,Index,GCI
ARCHITECTURAL_COMPONENT_41,capstone,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_42,ceiling,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_43,centering,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_44,chimney,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_45,cladding,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_45_1,clapboard,,ARCHITECTURAL_COMPONENT_45,Index,GCI
ARCHITECTURAL_COMPONENT_45_2,slate hanging,,ARCHITECTURAL_COMPONENT_45,Index,GCI
ARCHITECTURAL_COMPONENT_45_3,tile hanging,,ARCHITECTURAL_COMPONENT_45,Index,GCI
ARCHITECTURAL_COMPONENT_45_4,weatherboarding,,ARCHITECTURAL_COMPONENT_45,Index,GCI
ARCHITECTURAL_COMPONENT_46,clerestory,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_47,collar,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_48,colonnade,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_49,column,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_49_1,angle column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_2,annulated column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_3,annulet,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_4,apophyge,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_5,applied column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_6,atlantis,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_7,attic column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_8,banded column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_9,blocked column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_10,caryatid,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_11,clustered column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_12,colonnette,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_13,nook shaft,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_14,composite column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_15,corinthian column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_16,detached column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_17,doric column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_18,drum,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_19,engaged column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_20,ionic column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_21,spiral column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_49_22,tuscan column,,ARCHITECTURAL_COMPONENT_49,Index,GCI
ARCHITECTURAL_COMPONENT_50,compound pier,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_51,coping,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_52,corbel,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_53,corbel table,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_54,cross tree,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_55,crown tree,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_56,crown wheel,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_57,cupboard,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_58,cutwater,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_59,dais,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_60,dais canopy,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_61,dome,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_62,door,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_62_1,battened door,,ARCHITECTURAL_COMPONENT_62,Index,GCI
ARCHITECTURAL_COMPONENT_62_2,heck door,,ARCHITECTURAL_COMPONENT_62,Index,GCI
ARCHITECTURAL_COMPONENT_62_3,jib door,,ARCHITECTURAL_COMPONENT_62,Index,GCI
ARCHITECTURAL_COMPONENT_62_4,panelled door,,ARCHITECTURAL_COMPONENT_62,Index,GCI
ARCHITECTURAL_COMPONENT_62_5,planked door,,ARCHITECTURAL_COMPONENT_62,Index,GCI
ARCHITECTURAL_COMPONENT_62_6,priests door,,ARCHITECTURAL_COMPONENT_62,Index,GCI
ARCHITECTURAL_COMPONENT_62_7,studded door,,ARCHITECTURAL_COMPONENT_62,Index,GCI
ARCHITECTURAL_COMPONENT_62_8,trapdoor,,ARCHITECTURAL_COMPONENT_62,Index,GCI
ARCHITECTURAL_COMPONENT_63,doorcase,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_64,dormer,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_65,draw bar,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_66,entablature,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_66_1,architrave,,ARCHITECTURAL_COMPONENT_66,Index,GCI
ARCHITECTURAL_COMPONENT_66_2,composite entablature,,ARCHITECTURAL_COMPONENT_66,Index,GCI
ARCHITECTURAL_COMPONENT_66_3,corinthian entablature,,ARCHITECTURAL_COMPONENT_66,Index,GCI
ARCHITECTURAL_COMPONENT_66_4,cornice,,ARCHITECTURAL_COMPONENT_66,Index,GCI
ARCHITECTURAL_COMPONENT_66_5,doric entablature,,ARCHITECTURAL_COMPONENT_66,Index,GCI
ARCHITECTURAL_COMPONENT_66_6,frieze,,ARCHITECTURAL_COMPONENT_66,Index,GCI
ARCHITECTURAL_COMPONENT_66_7,ionic entablature,,ARCHITECTURAL_COMPONENT_66,Index,GCI
ARCHITECTURAL_COMPONENT_66_8,tuscan entablature,,ARCHITECTURAL_COMPONENT_66,Index,GCI
ARCHITECTURAL_COMPONENT_67,facade,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_67_1,astylar,,ARCHITECTURAL_COMPONENT_67,Index,GCI
ARCHITECTURAL_COMPONENT_68,fan carriage,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_69,fantail,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_70,fastening,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_70_1,armilla,,ARCHITECTURAL_COMPONENT_70,Index,GCI
ARCHITECTURAL_COMPONENT_70_2,brace,,ARCHITECTURAL_COMPONENT_70,Index,GCI
ARCHITECTURAL_COMPONENT_70_3,hinge,,ARCHITECTURAL_COMPONENT_70,Index,GCI
ARCHITECTURAL_COMPONENT_70_4,joint,,ARCHITECTURAL_COMPONENT_70,Index,GCI
ARCHITECTURAL_COMPONENT_70_5,key,,ARCHITECTURAL_COMPONENT_70,Index,GCI
ARCHITECTURAL_COMPONENT_70_6,pivot,,ARCHITECTURAL_COMPONENT_70,Index,GCI
ARCHITECTURAL_COMPONENT_71,fireplace,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_72,firing step,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_72_1,banquette,,ARCHITECTURAL_COMPONENT_72,Index,GCI
ARCHITECTURAL_COMPONENT_73,floor,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_73_1,mosaic,,ARCHITECTURAL_COMPONENT_73,Index,GCI
ARCHITECTURAL_COMPONENT_74,flue,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_75,fluting,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_76,foundation,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_77,foundation stone,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_78,gable,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_78_1,aileron,,ARCHITECTURAL_COMPONENT_78,Index,GCI
ARCHITECTURAL_COMPONENT_78_2,cross gable,,ARCHITECTURAL_COMPONENT_78,Index,GCI
ARCHITECTURAL_COMPONENT_78_3,crowstepped gable,,ARCHITECTURAL_COMPONENT_78,Index,GCI
ARCHITECTURAL_COMPONENT_78_4,false gable,,ARCHITECTURAL_COMPONENT_78,Index,GCI
ARCHITECTURAL_COMPONENT_78_5,flemish gable,,ARCHITECTURAL_COMPONENT_78,Index,GCI
ARCHITECTURAL_COMPONENT_78_6,gablet,,ARCHITECTURAL_COMPONENT_78,Index,GCI
ARCHITECTURAL_COMPONENT_79,gate,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_79_1,portcullis,,ARCHITECTURAL_COMPONENT_79,Index,GCI
ARCHITECTURAL_COMPONENT_80,glazing bar,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_81,grating,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_82,grille,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_83,groin,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_84,gully,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_85,gun port,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_86,gutter,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_87,haunch,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_88,head race,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_89,hearth,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_89_1,open hearth,,ARCHITECTURAL_COMPONENT_89,Index,GCI
ARCHITECTURAL_COMPONENT_90,hopper,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_91,hurst,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_92,jamb,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_93,jetty,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_94,joist,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_95,journal,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_96,kerb,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_97,king pendant,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_98,kneeler,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_99,lath,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_100,light,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_101,lightning conductor,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_102,lintel,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_102_1,door lintel,,ARCHITECTURAL_COMPONENT_102,Index,GCI
ARCHITECTURAL_COMPONENT_102_2,window lintel,,ARCHITECTURAL_COMPONENT_102,Index,GCI
ARCHITECTURAL_COMPONENT_103,loophole,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_104,louvre,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_104_1,louvred opening,,ARCHITECTURAL_COMPONENT_104,Index,GCI
ARCHITECTURAL_COMPONENT_105,lucam,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_106,masons mark,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_107,meal spout,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_108,millstone,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_109,mullion,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_110,muntin,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_111,neck,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_112,niche,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_112_1,angular niche,,ARCHITECTURAL_COMPONENT_112,Index,GCI
ARCHITECTURAL_COMPONENT_112_2,carrel (niche),,ARCHITECTURAL_COMPONENT_112,Index,GCI
ARCHITECTURAL_COMPONENT_112_3,credence,,ARCHITECTURAL_COMPONENT_112,Index,GCI
ARCHITECTURAL_COMPONENT_112_4,exedra,,ARCHITECTURAL_COMPONENT_112,Index,GCI
ARCHITECTURAL_COMPONENT_112_5,mihrab,,ARCHITECTURAL_COMPONENT_112,Index,GCI
ARCHITECTURAL_COMPONENT_113,nogging,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_114,orthostat,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_115,overthrow,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_116,packing piece,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_117,pad,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_118,padstone,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_119,panel,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_119_1,decorated panel,,ARCHITECTURAL_COMPONENT_119,Index,GCI
ARCHITECTURAL_COMPONENT_120,parapet,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_120_1,battlement,,ARCHITECTURAL_COMPONENT_120,Index,GCI
ARCHITECTURAL_COMPONENT_120_1_1,crenellation,,ARCHITECTURAL_COMPONENT_120_1,Index,GCI
ARCHITECTURAL_COMPONENT_120_1_2,machicolation,,ARCHITECTURAL_COMPONENT_120_1,Index,GCI
ARCHITECTURAL_COMPONENT_120_1_3,merlon,,ARCHITECTURAL_COMPONENT_120_1,Index,GCI
ARCHITECTURAL_COMPONENT_120_2,parapet gutter,,ARCHITECTURAL_COMPONENT_120,Index,GCI
ARCHITECTURAL_COMPONENT_121,pedestal,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_121_1,acroterion,,ARCHITECTURAL_COMPONENT_121,Index,GCI
ARCHITECTURAL_COMPONENT_121_2,dado (pedestal),,ARCHITECTURAL_COMPONENT_121,Index,GCI
ARCHITECTURAL_COMPONENT_121_3,plinth (pedestal),,ARCHITECTURAL_COMPONENT_121,Index,GCI
ARCHITECTURAL_COMPONENT_122,pediment,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_123,peg,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_124,pendant,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_125,penstock,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_126,penthouse (shelter),,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_127,peristalith,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_128,pier,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_128_1,gate pier,,ARCHITECTURAL_COMPONENT_128,Index,GCI
ARCHITECTURAL_COMPONENT_129,pilaster,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_130,pile,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_131,pillar,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
ARCHITECTURAL_COMPONENT_132,piloti,,ARCHITECTURAL COMPONENT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
