conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
CENTURY:1,century 1,,CENTURY AUTHORITY DOCUMENT.csv,Index,SurveyLA
CENTURY:2,century 2,,CENTURY AUTHORITY DOCUMENT.csv,Index,SurveyLA
CENTURY:3,century 3,,CENTURY AUTHORITY DOCUMENT.csv,Index,SurveyLA
CENTURY:4,century 4,,CENTURY AUTHORITY DOCUMENT.csv,Index,SurveyLA
