conceptid,Preflabel,Altlabels,ParentConceptid,ConceptType,Provider 
RIGHT:1,Public Domain,,RIGHT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
RIGHT:2,Copyright - All Rights Reserved,,RIGHT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
RIGHT:3,Copyright License (e.g. Creative Commons),,RIGHT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
RIGHT:4,No Known Copyright Restriction,,RIGHT TYPE AUTHORITY DOCUMENT.csv,Index,GCI
