conceptid,Value,Valuetype,Provider 
INFO_CARRIER:2,Y,ViewableInBrowser,FGI
INFO_CARRIER:3,Y,ViewableInBrowser,FGI
INFO_CARRIER:4,Y,ViewableInBrowser,FGI
